"peiid","siteiid","ecositeid","ecositenm","ecositecorrdate","es_classifier","siteecositehistory.classifier","es_selection_method","upedonid","siteobsiid","usiteid","site_id","pedon_id","obsdate","obs_date","utmzone","utmeasting","utmnorthing","horizdatnm","longstddecimaldegrees","latstddecimaldegrees","gpspositionalerror","describer","descname","pedonpurpose","pedontype","pedlabsampnum","labdatadescflag","tsectstopnum","tsectinterval","utransectid","tsectkind","tsectselmeth","erocl","elev_field","slope_field","aspect_field","elev","slope","aspect","ecostatename","ecostateid","commphasename","commphaseid","plantassocnm","earthcovkind1","earthcovkind2","bedrckdepth","bedrckkind","bedrckhardness","pmgroupname","hillslopeprof","geomslopeseg","shapeacross","shapedown","slopecomplex","drainagecl","geomposhill","geomposmntn","geompostrce","geomposflats","swaterdepth","flodfreqcl","floddurcl","flodmonthbeg","pondfreqcl","ponddurcl","pondmonthbeg","climstaid","climstanm","climstatype","ffd","map","reannualprecip","airtempa","soiltempa","airtemps","soiltemps","airtempw","soiltempw","surface_fine_gravel","surface_gravel","surface_cobbles","surface_stones","surface_boulders","surface_channers","surface_flagstones","surface_parafine_gravel","surface_paragravel","surface_paracobbles","surface_parastones","surface_paraboulders","surface_parachanners","surface_paraflagstones","surface_unspecified","surface_total_frags_pct_nopf","surface_total_frags_pct","othervegid","othervegclass","site_state","site_county","site_mlra","slope_shape","surface_fgravel","classdate","classifier","classtype","taxonname","localphase","taxonkind","seriesstatus","taxclname","taxpartsize","taxorder","taxsuborder","taxgrtgroup","taxsubgrp","soiltaxedition","osdtypelocflag","taxmoistcl","taxtempregime","taxfamother","taxreaction","taxfamhahatmatcl","psctopdepth","pscbotdepth","selection_method","ochric.epipedon","argillic.horizon","paralithic.materials","lithic.contact","paralithic.contact","abrupt.textural.change","duripan","cambic.horizon","andic.soil.properties","umbric.epipedon","aquic.conditions","slickensides","mollic.epipedon","mottles.with.chroma.2.or.less","calcic.horizon","anthropic.epipedon","kandic.horizon","densic.contact","densic.materials","lithologic.discontinuity","redox.depletions.with.chroma.2.or.less","redox.concentrations","reduced.matrix","histic.epipedon","albic.horizon","spodic.horizon","fibric.soil.materials","hemic.soil.materials","sapric.soil.materials","volcanic.glass","folistic.epipedon","strongly.contrasting.particle.size.class","episaturation","endosaturation","secondary.carbonates","human.transported.material","glossic.horizon","spodic.materials","albic.materials","landform_string","landscape_string","microfeature_string","geomicrorelief_string","pmkind","pmorigin"
"477042",416596,"F018XI201CA","Moderately Deep Thermic Foothills",2017-04-12,NA,NA,"least missing data","10CKS015",410005,"10CA630CKS015","10CA630CKS015","10CKS015",2010-05-19,2010-05-19,10,729955.42,4194694.17,"NAD83",-120.3855515,37.8708305,NA,"Chris Savastio","Chris Savastio","soil survey inventory","classifies to current taxon name, full description",NA,FALSE,NA,NA,NA,NA,NA,NA,396.399993896484,37,220,396.399993896484,37,220,NA,NA,NA,NA,NA,NA,NA,80,"metavolcanics","weakly coherent","colluvium derived from metavolcanics over residuum weathered from metavolcanics","backslope",NA,"linear","linear","simple","well","side slope",NA,NA,NA,NA,"none",NA,NA,"none",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,"CA","CA109","18","linear / linear",0,2012-02-09,NA,"correlated","Loafercreek",NA,"series",NA,"Fine-loamy, mixed, superactive, thermic Ultic Haploxeralfs","fine-loamy","alfisols","xeralfs","haploxeralfs","ultic haploxeralfs","tenth edition",FALSE,"xeric","thermic","not used","not used",NA,6,56,"most recent",TRUE,TRUE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"hillslope","foothills",NA,NA,"colluvium & residuum","metavolcanics"
"477043",416597,NA,NA,NA,NA,NA,NA,"10CKS016",410006,"10CA630CKS016","10CA630CKS016","10CKS016",2010-05-19,2010-05-19,10,729421.96,4193741.93,"NAD83",-120.3919449,37.8622208,NA,"Chris Savastio","Chris Savastio","full pedon description","classifies to current taxon name, full description",NA,FALSE,NA,NA,NA,NA,NA,NA,320.299987792969,30,245,320.299987792969,30,245,NA,NA,NA,NA,NA,NA,NA,58,"metavolcanics","weakly coherent","colluvium derived from metavolcanics over residuum weathered from metavolcanics","backslope",NA,"linear","linear","simple","well","side slope",NA,NA,NA,NA,"none",NA,NA,"none",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,"CA","CA109","18","linear / linear",0,2012-02-09 18:13:01.26,NA,"correlated","Gopheridge",NA,"series",NA,"Loamy-skeletal, mixed, active, thermic Ultic Haploxeralfs","loamy-skeletal","alfisols","xeralfs","haploxeralfs","ultic haploxeralfs","tenth edition",FALSE,"xeric","thermic","not used","not used",NA,5,55,"most recent",TRUE,TRUE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"hillslope","foothills",NA,NA,"colluvium & residuum","metavolcanics"
"477048",416602,"F018XI202CA","Deep Thermic Steep Hillslopes",2016-05-17,"David Evans","David Evans","least missing data","10CKS023",410011,"10CA630CKS023","10CA630CKS023","10CKS023",2010-05-27,2010-05-27,10,718453.75,4207583.94,"NAD83",-120.5124969,37.9897232,NA,"Chris Savastio","Chris Savastio","full pedon description","classifies to current taxon name, full description",NA,FALSE,NA,NA,NA,NA,NA,NA,340.600006103516,27,5,340.600006103516,27,5,NA,NA,NA,NA,NA,NA,NA,65,"metavolcanics","indurated","colluvium derived from metavolcanics over residuum weathered from metavolcanics","backslope",NA,"linear","linear","simple","well","side slope",NA,NA,NA,NA,"none",NA,NA,"none",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,"CA","CA109","18","linear / linear",0,2012-02-14,NA,"correlated","Gopheridge","Cool","series",NA,"Loamy-skeletal, mixed, active, thermic Ultic Haploxeralfs","loamy-skeletal","alfisols","xeralfs","haploxeralfs","ultic haploxeralfs","tenth edition",FALSE,"xeric","thermic","not used","not used",NA,7,57,"most recent",TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"hillslope","foothills",NA,NA,"colluvium & residuum","metavolcanics"
"477055",416609,"F018XI201CA","Moderately Deep Thermic Foothills",2016-05-17,"David Evans","David Evans","least missing data","10CKS030",410018,"10CA630CKS030","10CA630CKS030","10CKS030",2010-08-24,2010-08-24,10,728298.56,4202966.59,"NAD83",-120.401947,37.9455566,NA,"Chris Savastio","Chris Savastio","soil survey inventory","classifies to current taxon name, full description",NA,FALSE,NA,NA,NA,NA,NA,NA,503.700012207031,33,195,503.700012207031,33,195,NA,NA,NA,NA,NA,NA,NA,52,"metavolcanics","weakly coherent","colluvium derived from metavolcanics over residuum weathered from metavolcanics","backslope",NA,"linear","convex","simple","well","side slope",NA,NA,NA,NA,"none",NA,NA,"none",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,"CA","CA109","18","linear / convex",0,2012-02-14,NA,"correlated","Loafercreek","Cool","series",NA,"Fine-loamy, mixed, superactive, thermic Ultic Haploxeralfs","fine-loamy","alfisols","xeralfs","haploxeralfs","ultic haploxeralfs","tenth edition",FALSE,"xeric","thermic","not used","not used",NA,15,52,"most recent",TRUE,TRUE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"hillslope","foothills",NA,NA,"colluvium & residuum","metavolcanics"
"477056",416610,"F018XI201CA","Moderately Deep Thermic Foothills",2016-05-17,"David Evans","David Evans","least missing data","10CKS031",410019,"10CA630CKS031","10CA630CKS031","10CKS031",2010-08-25,2010-08-25,10,728571.14,4203065.94,"NAD83",-120.3986053,37.9463882,NA,"Chris Savastio","Chris Savastio","soil survey inventory","classifies to current taxon name, full description",NA,FALSE,NA,NA,NA,NA,NA,NA,486,16,198,486,16,198,NA,NA,NA,NA,NA,NA,NA,54,"metavolcanics","moderately coherent","colluvium derived from metavolcanics over residuum weathered from metavolcanics","backslope",NA,"convex","linear","simple","well","side slope",NA,NA,NA,NA,"none",NA,NA,"none",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,"CA","CA109","18","convex / linear",0,2012-02-14,NA,"correlated","Loafercreek","Cool","series",NA,"Fine-loamy, mixed, superactive, thermic Ultic Haploxeralfs","fine-loamy","alfisols","xeralfs","haploxeralfs","ultic haploxeralfs","tenth edition",FALSE,"xeric","thermic","not used","not used",NA,6,54,"most recent",TRUE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"hillslope","foothills",NA,NA,"colluvium & residuum","metavolcanics"
"477057",416611,"F018XI201CA","Moderately Deep Thermic Foothills",2016-05-17,"David Evans","David Evans","least missing data","10CKS032",410020,"10CA630CKS032","10CA630CKS032","10CKS032",2010-08-30,2010-08-30,10,729034.43,4191009.46,"NAD83",-120.3972168,37.8377762,NA,"Chris Savastio","Chris Savastio","soil survey inventory","classifies to current taxon name, full description",NA,FALSE,NA,NA,NA,NA,NA,NA,365.799987792969,37,175,365.799987792969,37,175,NA,NA,NA,NA,NA,NA,NA,70,"metavolcanics","weakly coherent","colluvium derived from metavolcanics over residuum weathered from metavolcanics","backslope",NA,"linear","linear","complex","well","side slope",NA,NA,NA,NA,"none",NA,NA,"none",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,1,3,5,0,0,0,0,0,0,0,0,0,0,0,9,9,NA,NA,"CA","CA109","18","linear / linear",0,2020-04-28,"Andrew Brown","correlated","Loafercreek",NA,"series",NA,"Fine-loamy, mixed, superactive, thermic Ultic Haploxeralfs","fine-loamy","alfisols","xeralfs","haploxeralfs","ultic haploxeralfs","twelfth edition",FALSE,"xeric","thermic","not used","not used",NA,18,68,"most recent",TRUE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"hillslope","foothills",NA,NA,"colluvium & residuum","metavolcanics"
"477059",416613,NA,NA,NA,NA,NA,NA,"10CKS034",410022,"10CA630CKS034","10CA630CKS034","10CKS034",2010-09-01,2010-09-01,10,729264.96,4191520.46,"NAD83",-120.3944397,37.8422203,NA,"Chris Savastio","Chris Savastio","soil survey inventory","taxadjunct to the series",NA,FALSE,NA,NA,NA,NA,NA,NA,503.700012207031,15,245,503.700012207031,15,245,NA,NA,NA,NA,NA,NA,NA,71,"metavolcanics","moderately coherent","colluvium derived from metavolcanics over residuum weathered from metavolcanics","backslope",NA,"linear","linear","simple","well","side slope",NA,NA,NA,NA,"none",NA,NA,"none",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,2,2,NA,NA,"CA","CA109","18","linear / linear",0,2020-04-28,NA,"correlated","Loafercreek",NA,"series","established","Fine-loamy, mixed, superactive, thermic Ultic Haploxeralfs","fine-loamy","alfisols","xeralfs","haploxeralfs","ultic haploxeralfs","twelfth edition",FALSE,"xeric","thermic","not used","not used",NA,9,59,"most recent",TRUE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"hillslope","foothills",NA,NA,"colluvium & residuum","metavolcanics"
"488565",495909,NA,NA,NA,NA,NA,NA,"10MJE001",486168,"10CA630MJE001","10CA630MJE001","10MJE001",2010-01-29,2010-01-29,10,709427.44,4205646.29,"NAD83",-120.6155548,37.9741669,NA,"Meghan Euliano","Meghan Euliano","soil survey inventory","representative pedon for component",NA,FALSE,NA,NA,NA,NA,NA,NA,345,28,60,345,28,60,NA,NA,NA,NA,NA,"tree cover","intermixed conifers and hardwoods",60,"greenstone","moderately coherent","colluvium derived from greenstone over residuum weathered from greenstone","backslope",NA,"linear","linear","simple","well","side slope",NA,NA,NA,NA,"none",NA,NA,"none",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,"CA","CA009","18","linear / linear",0,2018-01-18,NA,"correlated","Loafercreek",NA,"series",NA,"Fine-loamy, mixed, superactive, thermic Ultic Haploxeralfs","fine-loamy","alfisols","xeralfs","haploxeralfs","ultic haploxeralfs","twelfth edition",FALSE,"xeric","thermic","not used","not used",NA,7,57,"most recent",TRUE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"hill","Sierra Nevada foothills",NA,NA,"colluvium & residuum","greenstone"
"488568",495912,NA,NA,NA,NA,NA,NA,"10MJE006",486171,"10CA630MJE006","10CA630MJE006","10MJE006",2010-03-12,2010-03-12,10,717013.63,4212315.29,"NAD83",-120.5272217,38.0325012,NA,"Meghan Euliano","Meghan Euliano","soil survey inventory","classifies to current taxon name, full description",NA,FALSE,NA,NA,NA,NA,NA,NA,441,12,200,441,12,200,NA,NA,NA,NA,NA,"grass/herbaceous cover","other grass/herbaceous cover",51,"slate","strongly coherent","residuum weathered from slate","backslope",NA,"linear","convex","complex","well","side slope",NA,NA,NA,NA,"none",NA,NA,"none",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,"CA","CA009","18","linear / convex",0,2018-07-30,"Andrew Paolucci","correlated","Loafercreek",NA,"series","tentative","Fine-loamy, mixed, superactive, thermic Ultic Haploxeralfs","fine-loamy","alfisols","xeralfs","haploxeralfs","ultic haploxeralfs","twelfth edition",FALSE,"xeric","thermic",NA,"not used",NA,30,51,"most recent",TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"hill","sierra nevada foothills",NA,NA,"residuum","slate"
"488573",495917,NA,NA,NA,NA,NA,NA,"10MJE011",486176,"10CA630MJE011","10CA630MJE011","10MJE011",2010-03-19,2010-03-19,10,716591.22,4210889.18,"NAD83",-120.5324936,38.019722,NA,"Meghan Euliano","Meghan Euliano","soil survey inventory","representative pedon for component",NA,FALSE,NA,NA,NA,NA,NA,NA,443,16,78,443,16,78,NA,NA,NA,NA,"blue oak woodland","tree cover","hardwoods",60,"greenstone","moderately coherent","colluvium derived from greenstone over residuum weathered from greenstone","backslope",NA,"linear","linear","simple","well","side slope",NA,NA,NA,NA,"none",NA,NA,"none",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,NA,NA,"CA","CA009","18","linear / linear",0,2017-04-19,"Julie Baker","correlated","Loafercreek",NA,"series",NA,"Fine-loamy, mixed, superactive, thermic Ultic Haploxeralfs","fine-loamy","alfisols","xeralfs","haploxeralfs","ultic haploxeralfs","twelfth edition",FALSE,"xeric","thermic",NA,"not used",NA,12,60,"most recent",TRUE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"hill","sierra nevada foothills",NA,NA,"colluvium & residuum","greenstone"
"488578",495922,NA,NA,NA,NA,NA,NA,"10MJE016",486181,"10CA630MJE016","10CA630MJE016","10MJE016",2010-03-25,2010-03-25,10,716598,4210647.16,"NAD83",-120.5324936,38.0177765,NA,"Meghan Euliano","Meghan Euliano","soil survey inventory","classifies to current taxon name, full description",NA,FALSE,NA,NA,NA,NA,NA,NA,451,7,140,451,7,140,NA,NA,NA,NA,NA,"tree cover","hardwoods",80,"greenstone","indurated","colluvium derived from greenstone over residuum weathered from greenstone","summit",NA,"linear","linear","simple","well",NA,NA,NA,NA,NA,"none",NA,NA,"none",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,"CA","CA009","18","linear / linear",0,2012-02-09,NA,"correlated","Loafercreek",NA,"series",NA,"Fine-loamy, mixed, superactive, thermic Ultic Haploxeralfs","fine-loamy","alfisols","xeralfs","haploxeralfs","ultic haploxeralfs","tenth edition",FALSE,"xeric","thermic",NA,NA,NA,18,64,"most recent",TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"hill","Sierra Nevada foothills",NA,NA,"colluvium & residuum","greenstone"
"488581",495925,NA,NA,NA,NA,NA,NA,"10MJE019N",486184,"10CA630MJE019N","10CA630MJE019N","10MJE019N",2010-04-23,2010-04-23,10,715007.16,4211576.9,"NAD83",-120.5502777,38.0263901,NA,"Meghan Euliano","Meghan Euliano","soil survey inventory","classifies to current taxon name, full description",NA,FALSE,NA,NA,NA,NA,NA,NA,398,31,191,398,31,191,NA,NA,NA,NA,NA,"tree cover","hardwoods",63,"greenstone","weakly coherent","colluvium derived from greenstone over residuum weathered from greenstone","backslope",NA,"linear","linear","simple","well","side slope",NA,NA,NA,NA,"none",NA,NA,"none",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,"CA","CA009","18","linear / linear",0,2012-02-09,NA,"correlated","Loafercreek",NA,"series",NA,"Fine-loamy, mixed, superactive, thermic Ultic Haploxeralfs","fine-loamy","alfisols","xeralfs","haploxeralfs","ultic haploxeralfs","tenth edition",FALSE,"xeric","thermic",NA,NA,NA,4,54,"most recent",TRUE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"hill","Sierra Nevada foothills",NA,NA,"colluvium & residuum","greenstone"
"488582",495926,NA,NA,NA,NA,NA,NA,"10MJE020",486185,"10CA630MJE020","10CA630MJE020","10MJE020",2010-04-23,2010-04-23,10,715247.89,4211295.18,"NAD83",-120.5477753,38.0238876,NA,"Meghan Euliano","Meghan Euliano","soil survey inventory","taxadjunct to the series",NA,FALSE,NA,NA,NA,NA,NA,NA,397,5,141,397,5,141,NA,NA,NA,NA,NA,"grass/herbaceous cover","other grass/herbaceous cover",54,"slate","moderately coherent","colluvium derived from greenstone over residuum weathered from slate","summit",NA,"convex","linear","simple","well","crest",NA,NA,NA,NA,"none",NA,NA,"none",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,NA,NA,"CA","CA009","18","convex / linear",0,2012-03-02 18:35:52.203,NA,"correlated","Loafercreek",NA,"taxadjunct",NA,"Fine-loamy, mixed, active, thermic Typic Haploxerepts","fine-loamy","inceptisols","xerepts","haploxerepts","typic haploxerepts","tenth edition",FALSE,"xeric","thermic","not used",NA,NA,0,54,"most recent",TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"hill","Sierra Nevada foothills",NA,NA,"colluvium & residuum","greenstone & slate"
"488587",495931,NA,NA,NA,NA,NA,NA,"10MJE025",486190,"10CA630MJE025","10CA630MJE025","10MJE025",2010-05-12,2010-05-12,10,715813.19,4214558.41,"NAD83",-120.5402756,38.0530548,NA,"Meghan Euliano","Meghan Euliano","soil survey inventory","classifies to current taxon name, full description",NA,FALSE,NA,NA,NA,NA,NA,NA,449,34,229,449,34,229,NA,NA,NA,NA,NA,"tree cover","hardwoods",56,"greenstone","moderately coherent","colluvium derived from metavolcanics over residuum weathered from metavolcanics","backslope",NA,"convex","convex","complex","well","side slope",NA,NA,NA,NA,"none",NA,NA,"none",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,NA,NA,"CA","CA009","18","convex / convex",0,2019-01-15,"Andrew Brown","correlated","Gopheridge",NA,"series","established","Loamy-skeletal, mixed, active, thermic Ultic Haploxeralfs","loamy-skeletal","alfisols","xeralfs","haploxeralfs","ultic haploxeralfs","twelfth edition",FALSE,"xeric","thermic","not used","not used",NA,19,56,"most recent",TRUE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"hill","Sierra Nevada foothills",NA,NA,"colluvium & residuum","metavolcanics"
"488596",495940,NA,NA,NA,NA,NA,NA,"10MJE038N",486199,"10CA630MJE038N","10CA630MJE038N","10MJE038N",2010-05-24,2010-05-24,10,716059.15,4216265.48,"NAD83",-120.5369415,38.0683327,NA,"Meghan Euliano","Meghan Euliano","soil survey inventory","taxadjunct to the series",NA,FALSE,NA,NA,NA,NA,NA,NA,443,21,12,443,21,12,NA,NA,NA,NA,NA,"tree cover","hardwoods",50,"metavolcanics","moderately coherent","colluvium derived from metavolcanics over residuum weathered from metavolcanics","backslope",NA,"linear","linear","simple","well","side slope",NA,NA,NA,NA,"none",NA,NA,"none",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,5,5,NA,NA,"CA","CA009","18","linear / linear",0,2019-01-15,"Andrew Brown","correlated","Dunstone",NA,"taxadjunct","established","Loamy-skeletal, mixed, superactive, thermic, shallow Ultic Haploxeralfs","loamy-skeletal","alfisols","xeralfs","haploxeralfs","ultic haploxeralfs","twelfth edition",FALSE,"xeric","thermic","shallow","not used",NA,29,50,"most recent",TRUE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"hill","Sierra Nevada foothills",NA,NA,"colluvium & residuum","metavolcanics"
"488602",495946,NA,NA,NA,NA,NA,NA,"10MJE045N",486205,"10CA630MJE045N","10CA630MJE045N","10MJE045N",2010-06-29,2010-06-29,10,716393.86,4215192.59,"NAD83",-120.5336075,38.058609,NA,"Meghan Euliano","Meghan Euliano","soil survey inventory","classifies to current taxon name, full description",NA,FALSE,NA,NA,NA,NA,NA,NA,446,10,142,446,10,142,NA,NA,NA,NA,NA,"grass/herbaceous cover","rangeland, grassland",82,"greenstone","moderately coherent","colluvium derived from greenstone over residuum weathered from greenstone","backslope",NA,"convex","linear","complex","well","nose slope",NA,NA,NA,NA,"none",NA,NA,"none",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,NA,NA,"CA","CA009","18","convex / linear",0,2012-02-09 18:01:54.89,NA,"correlated","Loafercreek",NA,"series",NA,"Fine-loamy, mixed, superactive, thermic Ultic Haploxeralfs","fine-loamy","alfisols","xeralfs","haploxeralfs","ultic haploxeralfs",NA,FALSE,"xeric","thermic",NA,NA,NA,31,81,"most recent",TRUE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"hill","sierra nevada foothills",NA,NA,"colluvium & residuum","greenstone"
